id	document	label
723	교육비 지금 같은 동네 교육비 없다 짐 한중일 아시아 교육비 잔인 유명 직업 귀천 치열 지방 인프라 구축 집 중소기업 뿌리 해결 답없다 없다 일부 여자 남자 가사노동 치열 따지 문제	723
724	아시아 여자 아시아 남자 기대 실망 모습 결혼 기피 없다 상대방 사랑 평생 비교 있다 결혼 전쟁 통 애낳기	724
725	문제 있다 당장 연애고 결혼 세상 남자 많이 사회 희생 지 여자 잘나 돈벌기 버 남자 만나 좋은 남자 만나 여자 있다 열 결혼	725
726	대부분 한국 여자 마인드 결혼 사는게 손 벌리 의지 베푸 생각 마인드 군인 비하 시작 한국 남자 무시 조롱 사상 대한민국 전체 상황 고치 남녀갈등 물 대한민국 한국 여자 대부분	726
727	일 있다 임산부 이후 경력단절 여자 많이 말씀	727
728	미국 상류층 엘리트 자식 애낳기 여자 사회 생활 전문 인력 바뀌 출산 떨어지 교육비 떨어지 프리커 히스 미국 저소득층 인구 출산 높은 일 머그 우울 없다 힌 국 이민 오 전쟁시 해외 한국인 핏줄 한국 오 인구 많이 선진국 없다	728
729	연예 그러 결혼 좋은 여자 만나 결혼 생각 자식 가지 부모 조건 희생 많이 유교문화 공부 자식 비교 없다 자식 희생 고통 유교문화 자식 부모 추가 점 많이 머리 좋은 자식 이용 비교 없다 돈벌기 설명 없다 자식 고통 물려주 본인 도시 이사 학 폭 받는 수동 생활 공부 트 래스 허약 채질 구급차 백혈병 저승 문고리 잡 경험 손가락 절단 사고 수술 과하 나라 자식 애낳기 기르 고통 자식 세상 고통 유치원 가출 고통 생각 정도 유치원 왕따 나라 세상 점 접하 죽음 위기 극복 부정 생각 고치 우울 상담 등등 고침 안 사는게 예시 과 예시 순화 약하 나라 어린아이 사는게 힘 수동 삶 사는게 어른 붕 어떻 사는게 지금 대학 공부 뒤 관심 있다 분야 진로 잡 노력 방황 대학교 그렇 않 교육비 생활 방황 현실 현실 자식 경험 다르 자식 생각 그렇 자식 경험 상처 입히 책임지 이상	729
730	여자 교육비 받는 아 고통	730
731	여자 남자 출산 생기 고통 비교 뒤 짐	731
732	창녀 지급 돈벌기 같은 현재 불만 꼴 남녀갈등 들어가 돈벌기 막 결혼 애낳기 기르 엄마 대한민국 희생 헌신 유교문화 영웅 여자 어머니 육아 부모 돈벌기 순환 사용 해결 일 좋은 여자 있다 남편 자식 있다 전폭 지원	732
733	한국 여자 개념 없다 문제 이상 소리	733
734	집값 타령 여자 돈벌기 버 출산 육아 살림 바보 이상 결혼 결혼 수직 하락 시작 집값 타령 얼 죽다 남자 집 결혼 결혼 맞벌이 살림 육아 시댁 사는게 노예 구하 애쓰	734
735	애낳기 결혼 여자 있다 애낳기 있다 그렇 유교문화 세상 외벌 없다 나중 복직 경력단절 쳐지 정도 최소 전업주부 그때 재취업 미혼 시절 직장 질 떨어지 밖 커 여자 직장 다니 남편 좋은	735
736	우울 없다 애기 수입 오 입양 오 애낳기 싫다 한국 여자 외국 시집보내 한국 남자 애기 애낳기 외국 색시 혼인 믿	736
737	이후 신자유주의 노동 정책 시작 수순 물가 배 배 동안 임금 해고 비정규직 증가 임금 올라가 물가 대부분 가계 남자 가계 돌아가 상황 기업 입장 일손 여자 인권 신장 명분 사회 진출 장려 여자 가정 돌보 구시대 발상 플 성공 자리 잡음 손 부족 돈벌기 가정불화 교육비 한몫 근로 시간 동안 사람 없다 교육비 보내 노동 공급 풍요 사업가 사회 후생 마진 먹고살기 지금 젊은세대 금융 위기 겪 부모 밑 젊은세대 합리 의사 결정 산물 출산 저출산 문제 기업 입장 나라 입장 나라 결국 침략 주권 잃 당장 물 허우적거리 나라 위하 운운 웃기 사회 후생 마진 먹고살기 기업 국가 감당 몫 노동자 이상 희생 강요 권리 없다 부실시공 층간 소음 가지 싸우 희생 전가 꼴	737
738	집값 핑계 대 교육비 핑계 대 인프라 베이비 시터 남녀갈등 시 월드 없다 결혼 애낳기 사는게 유교문화 여자 요구 사항 많이 집	738
739	선진국 유일 인구 증가 나라 이스라엘 여자 징병 대상 결혼 애낳기 면제 국내 도입	739
740	애낳기 여자 일 경단 해결 남녀갈등 공동 육아 육아휴직 제도 같은	740
741	부가 여자 챙기 남자 챙기 연애 결혼 애낳기 여가 부 생기 조금 저출산 부 폐지 조금 해결	741
742	여자 이상 애낳기 기계 거부 혁명 물결 오 여권 동아시아 여자 프롤 리타 리아 주도 혁명 일 비교	742
743	집값 문제 집값 신혼 부부 주택 공급 해결 해결 문제 생각 생각 사회 진출 시기 기사 대졸 신입 사원 평균 나이 취업 결혼 쉽 취 준하 만나 사람 있다 업무 안정 생기 기간 취업 다음 스텝 밟 인생 취업 모 집값 부모 나라 단돈 결혼 그러 결혼 허니문 베이비 애낳기 생각 있다 같은 여자 경력단절 독박육아 육아 개념 자아실현 욕구 충족 나라 성장 무한 비교 속 학생 자아실현 욕구 자극 인재 생각 비교 뒤 불안감 속 많이 시간 보내 만들어야 본능 같은 자아 실현 욕구 출산 육아 충족 평생 취업 꿈 쉬 단순 경력단절 같은 개념 접근 해결 부분 있다 같은	743
744	집 감 핑계 바라 많이 희생 싫다 문제 주위 사람 여자 비교 귀찮	744
745	눈 높은 여자 드라마 영향 공주 줄다 영상 매체 영향 시각 남녀갈등 눈 높은 사는게 줄다 영상 매체 많이	745
746	독박육아 육아 같은 소리 남자 독박육아 돈벌이 괜찮 현실 여자 결혼 직장 그만두 케이스 대다수 남자 독박육아 돈벌기 결혼	746
747	아이돌 드라마 영화 때문에 한국 여자 눈 듯이 높은 공주 여왕 줄다	747
748	젊은세대 여자 밥 먹고살기 애기 애낳기 사회 문제 덩어리 자궁	748
749	여자 근로 금지법 만들어야 출산 폭등 결혼 제도 자체 균형 해소 제도 평등 방식 균형 유교문화 해소 결혼	749
750	여자 안심 애낳기 키우기 비용 사회 구조 맹그 혀 비용 사회 구조 맹그 소비 강요 국민 소득 올라가 삶 질 개판	750
751	여자 집 애낳기 여군 여경 여자 남자 거리 사회 끌어내 바쁘 만드 시바 사생아 임산부 낙태 결혼 애낳기 나라 민족말살정책 예산 박	751
752	여자 애낳기 싫다 생각 애기 애낳기 좋은 점 단점 많이 경력단절 몸 희생 저출산 사회 문화 바뀌 많이 같은 집값 집값 육아 자체 문제 일 있다 시설 양육비 육아 여자 희생 엄마 아빠 사회 분위기 등등	752
753	퍼부 실패 일 있다 여자 가족 부 이유	753
754	한정 양질 일자리 비교 치열 땅덩어리 인구 많이 코 여자 남자 고학력 사회 진출 많이 사회생활 경제 돈벌이 가사노동 여자 좋은 여자 미혼 맞벌이 여자 육아 가사노동 희생정신 없다 이기 돈벌기 밝히 여행 맛집 찾아다니 엔조 생활 저출산 말세 여자 득세 증가 없다 없다 현상 지혜 운자	754
755	남자 여자 비교 수준 떨 댓글 지우 좋은	755
756	출산 우울 댓글 같은 여자 이러 장난 식 댓글	756
757	설득 대상 선문답 그만두 여자	757
758	여자 생각 출산 근로 금지법 세요 척 같은 그러 나쁘 전이	758
759	리스 여자 애낳기 무식 댓글 일침 좋은 똑같 수준 같은	759
760	사는게 때문에 사는게 출산 기피 부분 없다 여자 사회 역할 변화 때문에 여자 사회 기대 역할 늘 편 옳 표현 같은 원인 교육비 있다 근본 정치 불안 조장 회색분자 확산 여자 입지 선택 폭 커지 사회 동시 선택 강요 상황 노출 없다 선택 출산 비중 상대 줄어드 상황 연출 불안 심리 오 회색분자 특징 정치 불신 상대 박탈감 탓 부류 끼 죽다 맛 경험 밖 없다 사회 미래 애착 있다 소외 없다 미래 모습 그리 현실 비관 동반 고통 목도 비교 미래 모습 모습 상상 현실 직시 애착 불안 미래 삶 극복 용기 사람 배후자 가사노동 중요 유교문화 정치 실수 국민 피 땀 메꾸 얕 술수 난무 정치판 요원 개선 만년지계 정책 정치 합의 정책 당선 자 비교 입맛 바꾸 만들어야 정책 중립 지키 정치 개혁 정치인 권력 남용 법 제도 마련 우선 복지 정책 인하 포퓰리즘 발 붙이 흑색 정치 없다 정치판 조성 현실 허울 미래 삶 안정 장치 정책 지속 관리 정치 천문학 선거 없애 비용 국민 부담 줄이 방향 없다 정치인 국민 당혹 입장 번이 생각 자질 검증 염치 현실 비교 누리 향 흥 미래 비교 자식 뻔 이익 때문에 비교 쌓 혈안 구설 비리 몰 닫 게 덮 죄악 노출 악순환 지켜보 국민 심경 속 애낳기 눈 넣 세상 분위기 속 자라 비교 뻔 세상 애낳기 희망 사람 출산 장려 지원금 남발 문외한 정치 행각 사는게 사는게 오해 유교문화 정치판 유유상종 아 놈 잔치 벌이 먹고살기 대 이 정치 빨대 꽂 국민 개돼지 인식 없다 듬 대통령 재임 정치인 재임 없다 방법 정치 창조 관리 개선 가능 같은 목숨 걸 정치 자 추구 생각 삼척동자 보이 이기심 시골 곳곳 입학 시즌 플래카드 서울대 고시 등등 합격 축하 메시지 장려 칭찬 북돋우 마음 발전 사	760
761	출산 출생 단어 출산 여자 희생 전가 용어 인식 여지 있다 출생 환경 여건 생각 용어 전환 집값 때문에 여자 출산 애낳기 순간 경력단절 독박육아 육아 나라 맘 충이 단어 한때 아무렇 사용 남녀갈등 차별 여자 남녀갈등 상황 나라 애낳기	761
762	여자 일 육아 발목 잡 사실 그렇 여자 사회 진출 막 없다 일 수도권집중 인구 과밀 집값 비싸 문제	762
763	애기 초경 왕성 임산부 다음 난임 확 늘 여자 나이 끝물 인류 고통 지금 교육비 과정 바뀌 사회 바 출산 같은	763
764	분 시 월드 고통 조금 고통 설날 추석 시 월드 생파 제사 어버이 파티 같은 곳 거주 시 월드 핏줄 방문 늘 시간 있다 늘이 아들 쉬 불르 문제 없다 귀찮 불르 분 키우기 고통 밥 설겆이 등등 시 월드 때문에 고통 여자 분 사회 생활 고통 일 고통 티비 잠드 생명체 남자 챙기 고통 장난	764
765	맞벌이 출산 장려 애낳기 여자 있다 법 규제 풀	765
766	여자 갈 기생 유교문화 때문에 여자 결혼	766
767	주변 너무많다 직장 남자 물 돈벌기 없다 장가 여자 물 출산 문제 때문에 문제 집 맞벌이 사기 하늘 별 따 출산 육아 쉼 돈벌기 퍼부 복직 경력단절 애낳기 기저귀 값 분유 교육비 나라 물음 혼인 출산 생각 같은 대답 한국 땅 세계 이민자 가득차 한국인 찾 민속촌	767
768	애낳기 이유 비용 많이 맞벌이 틈새 많이 사교육 집 대출 값 느 좋은 환경 키우기 힘 듬 애낳기 여자 몫 몸 건강 남편 참여 제도 분위기 제한 엄마 선생 조부모 커리어 뼈 빠지 공부 성공 달리 애낳기 배우 남편 이제 잘나	768
769	개 같은 여자 정책 치우 돈벌기 육아 가정 지원 해결	769
770	세계 유일 출산 해결 나라 이스라엘 방법 집값 안정 없다 남녀갈등 징병제 출산 여자 수도권집중 방법 나라 분단국가 여자 병역의무 보내 출산 국가 위기 탈출 가능 진영 많이 결과 망 답없다 없다 재테크 공부 돈벌기 버세	770
771	문재인 정권 여자 가족 부 지원 대 없다 세금 소모 남녀갈등 갈등 출산	771
772	회사 유아원 있다 애낳기 쉬 부담 여자 뽑 지랄 떨 아내 차별 받는 애낳기 장려 일 돈벌기 받는 외국인 때문에 나라 사람 머리 좋은 생각 준비 준비 좋은 사람 브레인 있다 회사 살리 글로벌 유교문화 인재 민족 어딨 따 자국민 나라 여자 터 강인 있다 무시 어머니 여자 같은 사람 구박 받는 애낳기 세상 없다 인재 없다 나라 정부 밀 회사 사회 구성원 이해 배려 인구 감소 세계 밀리 눈 보이 효율 따지 이익 추구 애낳기 혼자 사는게 모 결혼 모 애낳기 효율 이익 읍 돈벌기 시간 가공 행복 글 일부 여자 이용 이기 챙기 여자 치열 이기 구 사람 때문에 여자 이기 몰상식 사람 때문에 피해 입 실효 있다 정책 시점 앞 인재 앞 껄 준비 뜻 이기 굴 망하 있다	772
773	결혼 남자 쪽 행사 짐 모임 결혼 시작 효자 아들 결혼 효자 며느리 바람 육아 여자 몫 생각 생각 집 집안일 밥 차리 키우기 바람 결혼 미혼 천지 차이 내 인생 사라지 가족 위주 남편 만 결혼 고통 같은 돈벌기 물가 집값 교육비 버 감당	773
774	문제 수도권집중 수도권집중 발전 자 집 투기 집값 높은 맞벌이 선택 고통 필수 요소 사회 애낳기 키우기 자녀 양육 국가 담당 부분 늘리 사기업 육아 육아휴직 현실 보육 안정 기관 부족 육아 육아휴직 제도 미비 때문에 동료 사이 민폐 전락 퇴직 경력단절 이어지 일쑤 사회 수많 병폐 쌓이 출생 고통 지표 나타나 여자 사회 진출 막 없다 일 여자 사회 진출 원인 요소 고려 구시대 이슬람 세계 만 생각 고요 한국 선진국 남녀갈등 구분 교육비 국가 맞벌이 여건 마련 애낳기	774
775	놈 내전 빈곤 전쟁 여자 애낳기 애낳기 자라 자 애초 곳 나오 출생 인구 정보 정확 생각	775
776	그러 여자 입장 재미 없다 집 효도 비교 집 딸래미 요리 결혼 여자 사회 복지 노동 시간 배려 없다 시댁 사람 느낌 나	776
777	결혼 순간 불행 한국 문화 여자 행복	777
778	애낳기 인생 없다 여자 희생 산 떠미	778
779	없다 자 자 종이 없다 부모 자식 멸시 받는 나중 병원 비 애낳기 여자 애낳기 명절 얼굴 조상 차리 남자 병역의무 보내 겪 결혼 문제 애낳기 황혼 육아 시작	779
780	출산 문제 이기 여자 때문에 한국 정치 바 있다	780
781	부족 여자 병역의무 가야	781
782	반지하 미래 물려주 남녀갈등 자식 생산 고통 여자	782
